X	Y	OBJECTID	Id	CaseNumber	OccurredDate	OccurredMonth	OccurredYear	DateOfDeath	DateOfDeathMonth	DateOfDeathYear	DateDifference	CaseStatus	Address	Latitude	Longitude	Section	Beat	WeaponCategory	VictimCount	ArresteeCount	Zipcode
-77.57142076	43.16030158	36	105	02-279433	2002-08-15T04:00:00.000Z	8	2002	2002-08-15T04:00:00.000Z	8	2002	0	CLOSED	"1503 MAIN ST EAST, ROCHESTER, NY, 14609"	43.160293	-77.571418	Goodman	225	Knife/Cutting Instrument	1	1	14609
-77.63242478	43.16839058	35	106	02-291924	2002-08-24T04:00:00.000Z	8	2002	2002-08-24T04:00:00.000Z	8	2002	0	CLOSED	"199 SARATOGA AVE, ROCHESTER, NY, 14608"	43.168382	-77.632422	Lake	271	Firearm	1	1	14608
-77.58561077	43.19155458	34	107	02-294296	2002-08-27T04:00:00.000Z	8	2002	2002-08-27T04:00:00.000Z	8	2002	0	CLOSED	"1425 PORTLAND AVE, ROCHESTER, NY, 14621"	43.191546	-77.585608	Clinton	237	Firearm	1	2	14621
-77.61946978	43.18362758	33	108	02-304224	2002-09-04T04:00:00.000Z	9	2002	2002-09-04T04:00:00.000Z	9	2002	0	CLOSED	"514 CONKEY AVE, ROCHESTER, NY, 14621"	43.183619	-77.619467	Clinton	217	Other	1	1	14621
-77.63381578	43.15966558	32	109	02-313102	2002-09-10T04:00:00.000Z	9	2002	2002-09-10T04:00:00.000Z	9	2002	0	CLOSED	"506 JAY ST, ROCHESTER, NY, 14611"	43.159657	-77.633813	Lake	291	Knife/Cutting Instrument	1	1	14611
-77.58218077	43.17450058	31	110	02-315407	2002-09-12T04:00:00.000Z	9	2002	2002-09-12T04:00:00.000Z	9	2002	0	CLOSED	"381 SIXTH ST, ROCHESTER, NY, 14605"	43.174492	-77.582178	Clinton	267	Firearm	1	1	14605
-77.64246779	43.16879958	30	111	02-317070	2002-09-13T04:00:00.000Z	9	2002	2002-09-13T04:00:00.000Z	9	2002	0	CLOSED	"443 MURRAY ST, ROCHESTER, NY, 14606"	43.168791	-77.642465	Lake	261	Knife/Cutting Instrument	1	1	14606
-77.63740278	43.17502858	29	112	02-320347	2002-09-16T04:00:00.000Z	9	2002	2002-09-16T04:00:00.000Z	9	2002	0	CLOSED	"299 RAVINE AVE, ROCHESTER, NY, 14613"	43.17502	-77.6374	Lake	251	Firearm	1	1	14613
-77.56720876	43.16657558	446	413	02-325920	2002-02-20T05:00:00.000Z	2	2002	2009-02-13T05:00:00.000Z	2	2009	2550	OPEN	"369 MELVILLE ST, ROCHESTER, NY, 14609"	43.166567	-77.567206	Goodman	215	Firearm	1		14609
-77.61939478	43.14195857	28	113	02-327593	2002-09-22T04:00:00.000Z	9	2002	2002-09-22T04:00:00.000Z	9	2002	0	CLOSED	"700 PLYMOUTH AVE SOUTH, ROCHESTER, NY, 14608"	43.14195	-77.619392	Genesee	233	Firearm	1		14608
-77.58609377	43.17219658	27	114	02-331192	2002-09-24T04:00:00.000Z	9	2002	2002-09-24T04:00:00.000Z	9	2002	0	CLOSED	"60 TERESA ST, ROCHESTER, NY, 14605"	43.172188	-77.586091	Clinton	267	Knife/Cutting Instrument	1	1	14605
-77.58948577	43.17609558	26	115	02-332399	2002-09-25T04:00:00.000Z	9	2002	2002-09-25T04:00:00.000Z	9	2002	0	CLOSED	"58 AEBERSOLD ST, ROCHESTER, NY, 14621"	43.176087	-77.589483	Clinton	267	Firearm	1	1	14621
-77.59914677	43.14648257	25	116	02-354228	2002-10-13T04:00:00.000Z	10	2002	2002-10-13T04:00:00.000Z	10	2002	0	CLOSED	"183 PEARL ST, ROCHESTER, NY, 14607"	43.146474	-77.599144	Goodman	265	Firearm	1	1	14607
-77.57545077	43.18231058	79	142	02-378706	2002-11-03T04:00:00.000Z	11	2002	2003-05-13T04:00:00.000Z	5	2003	191	OPEN	"15 MARNE ST, ROCHESTER, NY, 14609"	43.182302	-77.575448	Goodman	205	Physical	1		14609
-77.62327678	43.16532958	24	117	02-385597	2002-11-09T05:00:00.000Z	11	2002	2002-11-09T05:00:00.000Z	11	2002	0	CLOSED	"10 CLIFF ST, ROCHESTER, NY, 14608"	43.165321	-77.623274	Lake	271	Firearm	1	1	14608
-77.63664678	43.14241757	23	118	02-402624	2002-11-24T05:00:00.000Z	11	2002	2002-11-24T05:00:00.000Z	11	2002	0	CLOSED	"120 ARNETT BLVD, ROCHESTER, NY, 14619"	43.142409	-77.636644	Genesee	223	Firearm	1	1	14619
-77.56977576	43.17574658	22	119	02-416713	2002-12-07T05:00:00.000Z	12	2002	2002-12-07T05:00:00.000Z	12	2002	0	CLOSED	"1939 CLIFFORD AVE, ROCHESTER, NY, 14609"	43.175738	-77.569773	Goodman	205	Firearm	1	1	14609
-77.60440877	43.17776558	21	120	02-418265	2002-12-09T05:00:00.000Z	12	2002	2002-12-09T05:00:00.000Z	12	2002	0	OPEN	"130 THOMAS ST, ROCHESTER, NY, 14621"	43.177757	-77.604406	Clinton	257	Firearm	1		14621
-77.62788378	43.15201957	20	121	02-419224	2002-12-10T05:00:00.000Z	12	2002	2002-12-10T05:00:00.000Z	12	2002	0	CLOSED	"567 MAIN ST WEST, ROCHESTER, NY, 14608"	43.152011	-77.627881	Genesee	213	Firearm	1	1	14608
-77.62426578	43.17914058	19	122	02-440063	2002-12-30T05:00:00.000Z	12	2002	2002-12-30T05:00:00.000Z	12	2002	0	CLOSED	"23 AVENUE C, ROCHESTER, NY, 14621"	43.179132	-77.624263	Clinton	247	Firearm	1	2	14621
-77.62831978	43.17097958	18	123	03-002522	2003-01-03T05:00:00.000Z	1	2003	2003-01-03T05:00:00.000Z	1	2003	0	CLOSED	"345 LAKE AVE, ROCHESTER, NY, 14613"	43.170971	-77.628317	Lake	271	Other	1		14613
-77.64804879	43.17412858	17	124	03-008915	2003-01-09T05:00:00.000Z	1	2003	2003-01-09T05:00:00.000Z	1	2003	0	CLOSED	"672 EMERSON ST, ROCHESTER, NY, 14613"	43.17412	-77.648046	Lake	261	Firearm	1	1	14613
-77.62825078	43.16082358	15	126	03-025422	2003-01-24T05:00:00.000Z	1	2003	2003-01-24T05:00:00.000Z	1	2003	0	OPEN	"519 SMITH ST, ROCHESTER, NY, 14608"	43.160815	-77.628248	Central	209	Firearm	1		14608
-77.62825078	43.16082358	16	125	03-025497	2003-01-24T05:00:00.000Z	1	2003	2003-01-24T05:00:00.000Z	1	2003	0	OPEN	"519 SMITH ST, ROCHESTER, NY, 14608"	43.160815	-77.628248	Central	209	Firearm	1		14608
-77.62411578	43.18029558	14	127	03-033847	2003-01-31T05:00:00.000Z	1	2003	2003-01-31T05:00:00.000Z	1	2003	0	CLOSED	"30 AVENUE D, ROCHESTER, NY, 14621"	43.180287	-77.624113	Clinton	247	Unknown	1	2	14621
-77.65061979	43.14529757	13	128	03-049985	2003-02-15T05:00:00.000Z	2	2003	2003-02-15T05:00:00.000Z	2	2003	0	CLOSED	"521 CHILI AVE, ROCHESTER, NY, 14611"	43.145289	-77.650617	Genesee	223	Knife/Cutting Instrument	1	1	14611
-77.62870778	43.14654757	11	130	03-082523	2003-03-18T04:00:00.000Z	3	2003	2003-03-18T04:00:00.000Z	3	2003	0	CLOSED	"163 DR SAMUEL MCCREE WAY, ROCHESTER, NY, 14608"	43.146539	-77.628705	Genesee	233	Firearm	1	1	14608
-77.63164978	43.15156857	12	129	03-083117	2003-03-18T04:00:00.000Z	3	2003	2003-03-18T04:00:00.000Z	3	2003	0	CLOSED	"706 MAIN ST WEST, ROCHESTER, NY, 14611"	43.15156	-77.631647	Genesee	213	Firearm	1	1	14611
-77.61997478	43.17760358	87	134	03-083663	2003-03-19T04:00:00.000Z	3	2003	2003-04-10T04:00:00.000Z	4	2003	22	CLOSED	"213 CONKEY AVE, ROCHESTER, NY, 14621"	43.177595	-77.619972	Clinton	247	Firearm	1	2	14621
-77.65413779	43.13063957	90	131	03-086060	2003-03-21T04:00:00.000Z	3	2003	2003-03-21T04:00:00.000Z	3	2003	0	CLOSED	"671 BROOKS AVE, ROCHESTER, NY, 14619"	43.130631	-77.654135	Genesee	243	Firearm	1	1	14619
-77.63790978	43.14739157	89	132	03-088874	2003-03-23T04:00:00.000Z	3	2003	2003-03-23T04:00:00.000Z	3	2003	0	OPEN	"110 ARDMORE ST, ROCHESTER, NY, 14611"	43.147383	-77.637907	Genesee	223	Firearm	1		14611
-77.64242778	43.14912157	88	133	03-096387	2003-03-29T04:00:00.000Z	3	2003	2003-03-29T04:00:00.000Z	3	2003	0	OPEN	"40 HANCOCK ST, ROCHESTER, NY, 14611"	43.149113	-77.642425	Genesee	203	Physical	1		14611
-77.63907378	43.15915257	86	135	03-115542	2003-04-16T04:00:00.000Z	4	2003	2003-04-16T04:00:00.000Z	4	2003	0	CLOSED	"355 CHILD ST, ROCHESTER, NY, 14611"	43.159144	-77.639071	Lake	291	Firearm	1	1	14611
-77.65126479	43.14874557	85	136	03-117636	2003-04-18T04:00:00.000Z	4	2003	2003-04-18T04:00:00.000Z	4	2003	0	CLOSED	"53 GARDINER AVE, ROCHESTER, NY, 14611"	43.148737	-77.651262	Genesee	203	Firearm	1	1	14611
-77.63521678	43.14534857	84	137	03-120042	2003-04-20T04:00:00.000Z	4	2003	2003-04-20T04:00:00.000Z	4	2003	0	CLOSED	"200 GENESEE ST, ROCHESTER, NY, 14611"	43.14534	-77.635214	Genesee	223	Firearm	1	2	14611
-77.59753077	43.17244958	83	138	03-122507	2003-04-22T04:00:00.000Z	4	2003	2003-04-23T04:00:00.000Z	4	2003	1	OPEN	"40 WADSWORTH ST, ROCHESTER, NY, 14605"	43.172441	-77.597528	Clinton	277	Firearm	1		14605
-77.62688178	43.16518158	82	139	03-127145	2003-04-25T04:00:00.000Z	4	2003	2003-04-25T04:00:00.000Z	4	2003	0	OPEN	"719 PLYMOUTH AVE NORTH, ROCHESTER, NY, 14608"	43.165173	-77.626879	Lake	271	Firearm	1		14608
-77.63738478	43.14372457	81	140	03-140500	2003-05-07T04:00:00.000Z	5	2003	2003-05-07T04:00:00.000Z	5	2003	0	CLOSED	"665 FROST AVE, ROCHESTER, NY, 14611"	43.143716	-77.637382	Genesee	223	Blunt Object	1	1	14611
-77.63092078	43.16432458	80	141	03-143218	2003-05-09T04:00:00.000Z	5	2003	2003-05-09T04:00:00.000Z	5	2003	0	OPEN	"629 OAK ST, ROCHESTER, NY, 14608"	43.164316	-77.630918	Central	209	Knife/Cutting Instrument	1		14608
-77.62456578	43.18410158	78	143	03-151822	2003-05-16T04:00:00.000Z	5	2003	2003-05-16T04:00:00.000Z	5	2003	0	CLOSED	"1516 ST PAUL ST, ROCHESTER, NY, 14621"	43.184093	-77.624563	Clinton	217	Firearm	1	1	14621
-77.65717379	43.16635558	77	144	03-155641	2003-05-20T04:00:00.000Z	5	2003	2003-05-20T04:00:00.000Z	5	2003	0	CLOSED	"261 FREELAND ST, ROCHESTER, NY, 14606"	43.166347	-77.657171	Lake	241	Knife/Cutting Instrument	1	1	14606
-77.60693378	43.17101858	76	145	03-165277	2003-05-28T04:00:00.000Z	5	2003	2003-05-28T04:00:00.000Z	5	2003	0	OPEN	"421 UPPER FALLS BLVD, ROCHESTER, NY, 14605"	43.17101	-77.606931	Clinton	287	Firearm	1		14605
-77.58690177	43.18209358	75	146	03-166013	2003-05-28T04:00:00.000Z	5	2003	2003-05-28T04:00:00.000Z	5	2003	0	CLOSED	"885 PORTLAND AVE, ROCHESTER, NY, 14621"	43.182085	-77.586899	Clinton	237	Firearm	1	1	14621
-77.64055678	43.15508157	74	147	03-184306	2003-06-11T04:00:00.000Z	6	2003	2003-06-11T04:00:00.000Z	6	2003	0	CLOSED	"573 MAPLE ST, ROCHESTER, NY, 14611"	43.155073	-77.640554	Genesee	203	Firearm	1	1	14611
-77.60799278	43.18368758	73	148	03-189435	2003-06-15T04:00:00.000Z	6	2003	2003-06-15T04:00:00.000Z	6	2003	0	CLOSED	"1010 JOSEPH AVE, ROCHESTER, NY, 14621"	43.183679	-77.60799	Clinton	227	Firearm	1	1	14621
-77.59373677	43.14315757	71	150	03-193725	2003-06-18T04:00:00.000Z	6	2003	2003-06-30T04:00:00.000Z	6	2003	12	CLOSED	"534 GOODMAN ST SOUTH, ROCHESTER, NY, 14607"	43.143149	-77.593734	Goodman	265	Knife/Cutting Instrument	1	1	14607
-77.59296177	43.15982458	72	149	03-208129	2003-06-29T04:00:00.000Z	6	2003	2003-06-29T04:00:00.000Z	6	2003	0	CLOSED	"727 MAIN ST EAST, ROCHESTER, NY, 14607"	43.159816	-77.592959	Goodman	225	Firearm	1	3	14607
-77.60876678	43.17923658	70	151	03-214190	2003-07-03T04:00:00.000Z	7	2003	2003-07-03T04:00:00.000Z	7	2003	0	OPEN	"795 JOSEPH AVE, ROCHESTER, NY, 14621"	43.179228	-77.608764	Clinton	247	Firearm	1		14621
-77.61260078	43.18991458	69	152	03-218393	2003-07-06T04:00:00.000Z	7	2003	2003-07-06T04:00:00.000Z	7	2003	0	OPEN	"1612 CLINTON AVE NORTH, ROCHESTER, NY, 14621"	43.189906	-77.612598	Clinton	207	Unknown	1		14621
-77.55950076	43.17396358	68	153	03-230942	2003-07-17T04:00:00.000Z	7	2003	2003-07-17T04:00:00.000Z	7	2003	0	CLOSED	"637 ROCKET ST, ROCHESTER, NY, 14609"	43.173955	-77.559498	Goodman	205	Firearm	1	1	14609
-77.60145777	43.16374458	67	154	03-233649	2003-07-19T04:00:00.000Z	7	2003	2003-07-19T04:00:00.000Z	7	2003	0	OPEN	"328 NORTH ST, ROCHESTER, NY, 14605"	43.163736	-77.601455	Clinton	287	Firearm	1		14605
-77.62905978	43.15233257	66	155	03-237981	2003-07-22T04:00:00.000Z	7	2003	2003-07-22T04:00:00.000Z	7	2003	0	OPEN	"145 JEFFERSON AVE, ROCHESTER, NY, 14611"	43.152324	-77.629057	Genesee	213	Firearm	1		14611
-77.64672379	43.14927057	65	156	03-242731	2003-07-26T04:00:00.000Z	7	2003	2003-07-26T04:00:00.000Z	7	2003	0	OPEN	"33 THORNDALE TER, ROCHESTER, NY, 14611"	43.149262	-77.646721	Genesee	203	Firearm	1		14611
-77.62738078	43.16417258	64	157	03-245613	2003-07-28T04:00:00.000Z	7	2003	2003-07-28T04:00:00.000Z	7	2003	0	CLOSED	"439 VERONA ST, ROCHESTER, NY, 14608"	43.164164	-77.627378	Central	209	Firearm	1	1	14608
-77.60764878	43.17988558	63	158	03-247746	2003-07-30T04:00:00.000Z	7	2003	2003-07-30T04:00:00.000Z	7	2003	0	CLOSED	"826 JOSEPH AVE, ROCHESTER, NY, 14621"	43.179877	-77.607646	Clinton	257	Firearm	1	3	14621
-77.62180878	43.17844658	62	159	03-272749	2003-08-19T04:00:00.000Z	8	2003	2003-08-19T04:00:00.000Z	8	2003	0	OPEN	"69 HARRIS ST, ROCHESTER, NY, 14621"	43.178438	-77.621806	Clinton	247	Firearm	1		14621
-77.56881976	43.15818458	61	160	03-288309	2003-08-31T04:00:00.000Z	8	2003	2003-08-31T04:00:00.000Z	8	2003	0	CLOSED	"173 LEIGHTON AVE, ROCHESTER, NY, 14609"	43.158176	-77.568817	Goodman	225	Firearm	1	1	14609
-77.61019978	43.16276558	60	161	03-294597	2003-09-06T04:00:00.000Z	9	2003	2003-09-06T04:00:00.000Z	9	2003	0	OPEN	"320 CENTRAL AVE, ROCHESTER, NY, 14605"	43.162757	-77.610197	Clinton	287	Firearm	1		14605
-77.59566577	43.18205058	59	162	03-296189	2003-09-07T04:00:00.000Z	9	2003	2003-09-07T04:00:00.000Z	9	2003	0	OPEN	"1259 NORTH ST, ROCHESTER, NY, 14621"	43.182042	-77.595663	Clinton	227	Firearm	1		14621
-77.61750178	43.17307258	57	164	03-307530	2003-09-17T04:00:00.000Z	9	2003	2003-09-17T04:00:00.000Z	9	2003	0	CLOSED	"67 SCRANTOM ST, ROCHESTER, NY, 14605"	43.173064	-77.617499	Clinton	277	Firearm	1	1	14605
-77.62627478	43.14630057	58	163	03-307572	2003-09-17T04:00:00.000Z	9	2003	2003-09-17T04:00:00.000Z	9	2003	0	OPEN	"161 REYNOLDS ST, ROCHESTER, NY, 14608"	43.146292	-77.626272	Genesee	233	Firearm	1		14608
-77.64631879	43.16545358	56	165	03-312393	2003-09-21T04:00:00.000Z	9	2003	2003-09-21T04:00:00.000Z	9	2003	0	OPEN	"55 LOIS ST, ROCHESTER, NY, 14606"	43.165445	-77.646316	Lake	261	Firearm	1		14606
-77.61403178	43.18623558	284	579	03-320534	2003-09-28T04:00:00.000Z	9	2003	2013-10-24T04:00:00.000Z	10	2013	3679	CLOSED	"1441 CLINTON AVE NORTH, ROCHESTER, NY, 14621"	43.186227	-77.614029	Clinton	217	Firearm	1	1	14621
-77.55792076	43.14234258	55	166	03-327855	2003-10-05T04:00:00.000Z	10	2003	2003-10-05T04:00:00.000Z	10	2003	0	OPEN	"139 WINTON RD S, ROCHESTER, NY, 14610"	43.142334	-77.557918	Goodman	255	Firearm	1		14610
-77.64148778	43.14046657	54	167	03-328421	2003-10-05T04:00:00.000Z	10	2003	2003-10-05T04:00:00.000Z	10	2003	0	OPEN	"110 TRAFALGAR ST, ROCHESTER, NY, 14619"	43.140458	-77.641485	Genesee	223	Firearm	1		14619
-77.58009677	43.17091558	53	168	03-349599	2003-10-25T04:00:00.000Z	10	2003	2003-10-28T04:00:00.000Z	10	2003	3	CLOSED	"509 BAY ST, ROCHESTER, NY, 14609"	43.170907	-77.580094	Clinton	297	Physical	1	1	14609
-77.59895377	43.18071958	52	169	03-353552	2003-10-29T04:00:00.000Z	10	2003	2003-10-29T04:00:00.000Z	10	2003	0	OPEN	"862 HUDSON AVE, ROCHESTER, NY, 14621"	43.180711	-77.598951	Clinton	257	Firearm	1		14621
-77.62477978	43.15304157	51	170	03-353577	2003-10-29T04:00:00.000Z	10	2003	2003-10-29T04:00:00.000Z	10	2003	0	OPEN	"452 MAIN ST WEST, ROCHESTER, NY, 14608"	43.153033	-77.624777	Genesee	213	Firearm	1		14608
-77.57689276	43.16112858	50	171	03-354607	2003-10-30T04:00:00.000Z	10	2003	2003-10-30T04:00:00.000Z	10	2003	0	OPEN	"1311 MAIN ST EAST, ROCHESTER, NY, 14609"	43.16112	-77.57689	Goodman	225	Physical	1		14609
-77.63296778	43.17517458	49	172	03-366971	2003-11-11T05:00:00.000Z	11	2003	2003-11-11T05:00:00.000Z	11	2003	0	CLOSED	"144 RAVINE AVE, ROCHESTER, NY, 14613"	43.175166	-77.632965	Lake	251	Firearm	1	1	14613
-77.64212578	43.14207157	48	173	03-380291	2003-11-25T05:00:00.000Z	11	2003	2003-11-25T05:00:00.000Z	11	2003	0	OPEN	"323 ARNETT BLVD, ROCHESTER, NY, 14619"	43.142063	-77.642123	Genesee	223	Firearm	2		14619
-77.64212979	43.17743358	47	174	03-385875	2003-12-01T05:00:00.000Z	12	2003	2003-12-01T05:00:00.000Z	12	2003	0	CLOSED	"75 ORIOLE ST, ROCHESTER, NY, 14613"	43.177425	-77.642127	Lake	241	Knife/Cutting Instrument	1	1	14613
-77.63626578	43.13147457	46	175	03-392656	2003-12-07T05:00:00.000Z	12	2003	2003-12-07T05:00:00.000Z	12	2003	0	OPEN	"945 GENESEE ST, ROCHESTER, NY, 14619"	43.131466	-77.636263	Genesee	253	Firearm	1		14619
-77.62800278	43.15441657	45	176	03-397765	2003-12-12T05:00:00.000Z	12	2003	2003-12-12T05:00:00.000Z	12	2003	0	OPEN	"39 MADISON ST, ROCHESTER, NY, 14608"	43.154408	-77.628	Genesee	213	Firearm	1		14608
-77.63287678	43.17452458	10	177	03-406358	2003-12-22T05:00:00.000Z	12	2003	2003-12-22T05:00:00.000Z	12	2003	0	OPEN	"22 LOCUST ST, ROCHESTER, NY, 14613"	43.174516	-77.632874	Lake	251	Firearm	1		14613
-77.65629079	43.19659758	702	178	03-409803	2003-12-26T05:00:00.000Z	12	2003	2003-12-26T05:00:00.000Z	12	2003	0	CLOSED	"128 PERINTON ST, ROCHESTER, NY, 14615"	43.196589	-77.656288	Lake	221	Firearm	1	1	14615
-77.59240977	43.16283558	701	179	03-411800	2003-12-28T05:00:00.000Z	12	2003	2003-12-28T05:00:00.000Z	12	2003	0	OPEN	"192 UNION ST NORTH, ROCHESTER, NY, 14605"	43.162827	-77.592407	Clinton	297	Firearm	1		14605
-77.57878077	43.18581458	700	180	04-005762	2004-01-06T05:00:00.000Z	1	2004	2004-01-06T05:00:00.000Z	1	2004	0	CLOSED	"174 MIDLAND AVE, ROCHESTER, NY, 14621"	43.185806	-77.578778	Clinton	237	Firearm	1	1	14621
-77.58763277	43.16030358	697	184	04-042819	2004-02-11T05:00:00.000Z	2	2004	2004-02-19T05:00:00.000Z	2	2004	8	CLOSED	"7 BIRCH CRES, ROCHESTER, NY, 14607"	43.160295	-77.58763	Goodman	225	Physical	1	1	14607
-77.62216478	43.18109158	699	182	04-043807	2004-02-12T05:00:00.000Z	2	2004	2004-02-12T05:00:00.000Z	2	2004	0	CLOSED	"169 AVENUE E, ROCHESTER, NY, 14621"	43.181083	-77.622162	Clinton	217	Firearm	1	3	14621
-77.65065279	43.16169758	698	183	04-044170	2004-02-13T05:00:00.000Z	2	2004	2004-02-13T05:00:00.000Z	2	2004	0	CLOSED	"123 LOUISE ST, ROCHESTER, NY, 14606"	43.161689	-77.65065	Lake	281	Knife/Cutting Instrument	1	1	14606
-77.61492578	43.18661658	696	185	04-054349	2004-02-23T05:00:00.000Z	2	2004	2004-02-23T05:00:00.000Z	2	2004	0	CLOSED	"330 NORTON ST, ROCHESTER, NY, 14621"	43.186608	-77.614923	Clinton	217	Firearm	1	2	14621
-77.57551977	43.18510058	695	186	04-060019	2004-02-28T05:00:00.000Z	2	2004	2004-02-28T05:00:00.000Z	2	2004	0	OPEN	"17 YATES ST, ROCHESTER, NY, 14609"	43.185092	-77.575517	Goodman	205	Other	1		14609
-77.55705576	43.17671458	694	187	04-070305	2004-03-08T05:00:00.000Z	3	2004	2004-03-08T05:00:00.000Z	3	2004	0	CLOSED	"6 EMPIRE BLVD, ROCHESTER, NY, 14609"	43.176706	-77.557053	Goodman	205	Firearm	1	1	14609
-77.65415479	43.15210257	693	188	04-083353	2004-03-20T04:00:00.000Z	3	2004	2004-03-20T04:00:00.000Z	3	2004	0	OPEN	"13 GLIDE ST, ROCHESTER, NY, 14611"	43.152094	-77.654152	Genesee	203	Firearm	1		14611
-77.58457977	43.16970758	692	189	04-124010	2004-04-24T04:00:00.000Z	4	2004	2004-04-24T04:00:00.000Z	4	2004	0	CLOSED	"330 FOURTH ST, ROCHESTER, NY, 14605"	43.169699	-77.584577	Clinton	297	Firearm	1	1	14605
-77.58316477	43.16335458	691	190	04-135475	2004-05-03T04:00:00.000Z	5	2004	2004-05-03T04:00:00.000Z	5	2004	0	CLOSED	"509 GOODMAN ST NORTH, ROCHESTER, NY, 14609"	43.163346	-77.583162	Goodman	225	Firearm	1	1	14609
-77.60334277	43.18297958	689	193	04-164481	2004-05-28T04:00:00.000Z	5	2004	2004-05-28T04:00:00.000Z	5	2004	0	OPEN	"111 BAUMAN ST, ROCHESTER, NY, 14621"	43.182971	-77.60334	Clinton	227	Firearm	1		14621
-77.63047478	43.17378658	690	192	04-165944	2004-05-28T04:00:00.000Z	5	2004	2004-05-28T04:00:00.000Z	5	2004	0	CLOSED	"38 EMERSON ST, ROCHESTER, NY, 14613"	43.173778	-77.630472	Lake	271	Firearm	1	1	14613
-77.60147277	43.17866458	688	195	04-202741	2004-06-28T04:00:00.000Z	6	2004	2004-06-28T04:00:00.000Z	6	2004	0	OPEN	"314 WILKINS ST, ROCHESTER, NY, 14621"	43.178656	-77.60147	Clinton	257	Firearm	1		14621
-77.58864877	43.17675858	687	196	04-206330	2004-06-30T04:00:00.000Z	6	2004	2004-06-30T04:00:00.000Z	6	2004	0	CLOSED	"62 TRUST ST, ROCHESTER, NY, 14621"	43.17675	-77.588646	Clinton	267	Firearm	1	1	14621
-77.61286678	43.19012458	686	197	04-217951	2004-07-09T04:00:00.000Z	7	2004	2004-07-09T04:00:00.000Z	7	2004	0	CLOSED	"1624 CLINTON AVE NORTH, ROCHESTER, NY, 14621"	43.190116	-77.612864	Clinton	207	Physical	1	1	14621
-77.63135278	43.16043058	685	198	04-219056	2004-07-10T04:00:00.000Z	7	2004	2004-07-10T04:00:00.000Z	7	2004	0	CLOSED	"627 SMITH ST, ROCHESTER, NY, 14606"	43.160422	-77.63135	Lake	291	Firearm	1	2	14606
-77.61158078	43.18001258	684	200	04-237557	2004-07-24T04:00:00.000Z	7	2004	2004-07-24T04:00:00.000Z	7	2004	0	OPEN	"22 BLOOMINGDALE ST, ROCHESTER, NY, 14621"	43.180004	-77.611578	Clinton	247	Firearm	1		14621
-77.59972377	43.17371458	683	201	04-245338	2004-07-30T04:00:00.000Z	7	2004	2004-07-30T04:00:00.000Z	7	2004	0	OPEN	"519 HUDSON AVE, ROCHESTER, NY, 14605"	43.173706	-77.599721	Clinton	277	Firearm	1		14605
-77.64174479	43.19021058	682	202	04-255240	2004-08-07T04:00:00.000Z	8	2004	2004-08-07T04:00:00.000Z	8	2004	0	CLOSED	"412 MAGEE AVE, ROCHESTER, NY, 14613"	43.190202	-77.641742	Lake	221	Firearm	1	1	14613
-77.61076978	43.18208758	681	203	04-256064	2004-08-08T04:00:00.000Z	8	2004	2004-08-08T04:00:00.000Z	8	2004	0	CLOSED	"338 REMINGTON ST, ROCHESTER, NY, 14621"	43.182079	-77.610767	Clinton	217	Firearm	1	1	14621
-77.62982378	43.14945757	680	204	04-260118	2004-08-11T04:00:00.000Z	8	2004	2004-08-11T04:00:00.000Z	8	2004	0	CLOSED	"83 CLIFTON ST, ROCHESTER, NY, 14611"	43.149449	-77.629821	Genesee	213	Knife/Cutting Instrument	1	1	14611
-77.60140677	43.17581358	678	206	04-266102	2004-08-16T04:00:00.000Z	8	2004	2004-08-16T04:00:00.000Z	8	2004	0	OPEN	"83 BARONS ST, ROCHESTER, NY, 14621"	43.175805	-77.601404	Clinton	257	Firearm	1		14621
-77.64307879	43.15949057	679	205	04-266174	2004-08-16T04:00:00.000Z	8	2004	2004-08-16T04:00:00.000Z	8	2004	0	OPEN	"828 JAY ST, ROCHESTER, NY, 14606"	43.159482	-77.643076	Lake	281	Firearm	1		14606
-77.62923478	43.15265357	677	207	04-270260	2004-08-19T04:00:00.000Z	8	2004	2004-08-19T04:00:00.000Z	8	2004	0	OPEN	"127 JEFFERSON AVE, ROCHESTER, NY, 14611"	43.152645	-77.629232	Genesee	213	Blunt Object	1		14611
-77.60676778	43.18119758	676	208	04-281450	2004-08-29T04:00:00.000Z	8	2004	2004-08-29T04:00:00.000Z	8	2004	0	CLOSED	"10 LUDWIG PARK, ROCHESTER, NY, 14621"	43.181189	-77.606765	Clinton	227	Knife/Cutting Instrument	1	3	14621
-77.61720078	43.18621358	675	209	04-282205	2004-08-30T04:00:00.000Z	8	2004	2004-08-30T04:00:00.000Z	8	2004	0	CLOSED	"245 NORTON ST, ROCHESTER, NY, 14621"	43.186205	-77.617198	Clinton	217	Physical	1	1	14621
-77.60786778	43.17764258	674	210	04-302019	2004-09-14T04:00:00.000Z	9	2004	2004-09-14T04:00:00.000Z	9	2004	0	CLOSED	"1 LANGHAM ST, ROCHESTER, NY, 14621"	43.177634	-77.607865	Clinton	247	Firearm	1	1	14621
-77.64415079	43.17084458	673	211	04-311087	2004-09-23T04:00:00.000Z	9	2004	2004-09-23T04:00:00.000Z	9	2004	0	OPEN	"86 DELMAR ST, ROCHESTER, NY, 14606"	43.170836	-77.644148	Lake	261	Firearm	1		14606
